,Nome,Código,Setor econômico,Subsetor,Segmento,EBIT/ativo,EBIT12M,EBIT3M,EV/EBIT,EV/EBITDA ,LPA,P/Ativos,P/EBIT,P/L,P/VP,P/ativcircLiq,P/capGiro,PSR,ROE,ROIC,VPA,ativo,ativoCirc,cresRec5A,disponib,divBr/patrim,divBruta,divLiq,divYield,giroAtivos,liquidCorr,lucroLiq12M,lucroLiq3M,margBruta,margEBIT,margLiq,max1ano,min1ano,numacs,osc12M,osc2016,osc2017,osc2018,osc2019,osc2020,osc2021,osc30D,oscDia,oscMes,patrimLiq,preço,recLiq12M,recLiq3M,valorFirma,valorMercado
463,INDUSVAL    ,IDVL4,Financeiro,Intermediários Financeiros,Bancos,0.0,4056000.0,1180000.0,,,-2.12,,,-1.26,1.16,,,,-0.918,,2.31,3958190000.0,0.0,,166638000.0,,2674290000.0,237683000.0,0.0,,,-218097000.0,-13680000.0,,,0.0,5.16,2.2,102822000.0,-0.493,0.363,-0.158,-0.427,-307.259,-0.379,0.0,-0.083,0.0,0.0,0.0,2.67,33340000.0,13984000.0,,274535000.0
464,ITAUSA      ,ITSA3,Financeiro,Intermediários Financeiros,Bancos,0.005,369000000.0,257000000.0,273.29,94.6,0.81,1.48,271.02,14.61,1.84,-30.81,26.17,18.28,0.126,0.006,6.48,67553000000.0,6719000000.0,0.032,3814000000.0,0.09,4654000000.0,840000000.0,0.054,0.08,2.32,6844000000.0,1784000000.0,0.283,0.067,1.302,13.44,9.28,8410810000.0,-0.093,0.402,0.381,0.495,0.142,-0.092,-0.036,-0.034,-0.001,-0.036,54494000000.0,11.89,5472000000.0,1778000000.0,100845000000.0,100005000000.0
465,ITAUSA      ,ITSA4,Financeiro,Intermediários Financeiros,Bancos,0.005,369000000.0,257000000.0,259.16,89.71,0.81,1.4,256.88,13.85,1.74,-29.2,24.81,17.32,0.126,0.006,6.48,67553000000.0,6719000000.0,0.032,3814000000.0,0.09,4654000000.0,840000000.0,0.057,0.08,2.32,6844000000.0,1784000000.0,0.283,0.067,1.302,12.93,7.43,8410810000.0,-0.119,0.453,0.376,0.326,0.274,-0.127,-0.039,-0.027,-0.016,-0.039,54494000000.0,11.27,5472000000.0,1778000000.0,95629900000.0,94789900000.0
466,ITAUUNIBANCO,ITUB3,Financeiro,Intermediários Financeiros,Bancos,0.0,0.0,0.0,,,2.0,,,13.6,2.04,,,,0.15,,13.33,206002000000.0,0.0,-0.259,0.0,,0.0,130667000000.0,0.048,,,19585700000.0,4610000000.0,,,0.0,30.12,19.44,9804140000.0,-0.061,0.516,0.304,0.277,0.157,-0.089,-0.027,-0.028,-0.015,-0.027,0.0,27.16,945239000.0,51000000.0,,266280000000.0
467,ITAUUNIBANCO,ITUB4,Financeiro,Intermediários Financeiros,Bancos,0.0,0.0,0.0,,,2.0,,,15.18,2.27,,,,0.15,,13.33,206002000000.0,0.0,-0.259,0.0,,0.0,130667000000.0,0.043,,,19585700000.0,4610000000.0,,,0.0,33.88,20.39,9804140000.0,-0.083,0.56,0.296,0.324,0.12,-0.117,-0.041,-0.045,-0.017,-0.041,0.0,30.32,945239000.0,51000000.0,,297261000000.0
468,MERC BRASIL ,BMEB3,Financeiro,Intermediários Financeiros,Bancos,0.0,259613000.0,61496000.0,,,2.72,,,6.42,0.94,,,,0.146,,18.7,10109400000.0,0.0,0.074,4709600000.0,,7647230000.0,980278000.0,0.036,,,142833000.0,28002000.0,,,0.0,21.0,11.2,52416000.0,0.215,-0.195,0.248,0.088,0.863,0.305,0.061,0.067,0.029,0.061,0.0,17.5,1384950000.0,370517000.0,,917280000.0
469,MERC BRASIL ,BMEB4,Financeiro,Intermediários Financeiros,Bancos,0.0,259613000.0,61496000.0,,,2.72,,,6.1,0.89,,,,0.146,,18.7,10109400000.0,0.0,0.074,4709600000.0,,7647230000.0,980278000.0,0.041,,,142833000.0,28002000.0,,,0.0,19.95,9.53,52416000.0,0.176,0.131,0.258,0.547,0.976,0.29,0.023,0.004,0.041,0.023,0.0,16.63,1384950000.0,370517000.0,,871678000.0
470,MERC INVEST ,BMIN3,Financeiro,Intermediários Financeiros,Bancos,0.0,2726000.0,100.0,,,0.35,,,61.18,0.82,,,,0.013,,25.67,206481000.0,0.0,-0.23,43304000.0,,56076000.0,123879000.0,0.0,,,1668000.0,517.0,,,0.0,33.2,16.21,4825000.0,0.274,-0.274,0.087,-0.639,0.129,0.204,0.058,0.058,-0.011,0.058,0.0,21.15,9446000.0,2771000.0,,102049000.0
471,MERC INVEST ,BMIN4,Financeiro,Intermediários Financeiros,Bancos,0.0,2726000.0,100.0,,,0.35,,,60.75,0.82,,,,0.013,,25.67,206481000.0,0.0,-0.23,43304000.0,,56076000.0,123879000.0,0.067,,,1668000.0,517.0,,,0.0,26.29,13.0,4825000.0,0.057,1.334,-0.282,-0.288,0.739,0.052,0.056,0.088,0.0,0.056,0.0,21.0,9446000.0,2771000.0,,101325000.0
472,NORD BRASIL ,BNBR3,Financeiro,Intermediários Financeiros,Bancos,0.0,2814160000.0,700281000.0,,,14.83,,,5.06,1.04,,,,0.206,,71.89,57668900000.0,0.0,0.13,9882740000.0,,16742700000.0,6209470000.0,0.036,,,1280550000.0,305339000.0,,,0.0,105.81,61.99,86371000.0,-0.208,-0.031,0.556,0.067,1.644,-0.176,-0.013,0.003,0.0,-0.013,0.0,74.99,1939870000.0,637395000.0,,6476960000.0
473,NORD BRASIL ,BNBR4,Financeiro,Intermediários Financeiros,Bancos,0.0,2814160000.0,700281000.0,,,14.83,,,1.82,0.38,,,,0.206,,71.89,57668900000.0,0.0,0.13,9882740000.0,,16742700000.0,6209470000.0,0.0,,,1280550000.0,305339000.0,,,0.0,0.0,0.0,86371000.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.01,1939870000.0,637395000.0,,2332880000.0
474,PARANA      ,PRBC3,Financeiro,Intermediários Financeiros,Bancos,0.0,438.0,136.0,,,0.0,,,0.0,0.0,,,,0.07,,0.0,8286980000.0,0.0,0.114,5196680000.0,,3946040000.0,1180170000.0,0.0,,,82402000.0,-7927000.0,,,0.0,0.0,0.0,3257760000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547527000.0,134865000.0,,0.0
475,PARANA      ,PRBC4,Financeiro,Intermediários Financeiros,Bancos,0.0,438.0,136.0,,,0.03,,,574.84,40.14,,,,0.07,,0.36,8286980000.0,0.0,0.114,5196680000.0,,3946040000.0,1180170000.0,0.0,,,82402000.0,-7927000.0,,,0.0,0.0,0.0,3257760000.0,0.0,0.863,0.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.54,547527000.0,134865000.0,,47367900000.0
476,PINE        ,PINE3,Financeiro,Intermediários Financeiros,Bancos,0.0,37166000.0,11627000.0,,,0.0,,,0.0,0.0,,,,-0.042,,0.0,12208300000.0,0.0,-0.214,2446970000.0,,6258030000.0,814692000.0,0.0,,,-34098000.0,-11237000.0,,,0.0,0.0,0.0,148158000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36821000.0,33077000.0,,0.0
477,PINE        ,PINE4,Financeiro,Intermediários Financeiros,Bancos,0.0,37166000.0,11627000.0,,,-0.23,,,-10.04,0.42,,,,-0.042,,5.5,12208300000.0,0.0,-0.214,2446970000.0,,6258030000.0,814692000.0,0.0,,,-34098000.0,-11237000.0,,,0.0,4.67,1.54,148158000.0,-0.482,0.182,-0.116,-0.369,0.9,-0.402,-0.083,-0.108,-0.009,-0.083,0.0,2.31,36821000.0,33077000.0,,342245000.0
478,SANTANDER BR,SANB11,Financeiro,Intermediários Financeiros,Bancos,0.0,15096400000.0,3616480000.0,,,3.54,,,11.83,2.04,,,,0.173,,20.5,985262000000.0,0.0,-0.148,0.0,,0.0,76878200000.0,0.021,,,13269900000.0,3743930000.0,,,0.0,46.22,22.51,7498530000.0,-0.064,1.026,0.137,0.406,0.207,-0.033,-0.063,-0.039,-0.026,-0.063,0.0,41.87,9077540000.0,6263250000.0,,156982000000.0
479,SANTANDER BR,SANB3,Financeiro,Intermediários Financeiros,Bancos,0.0,15096400000.0,3616480000.0,,,1.77,,,11.12,1.92,,,,0.173,,10.25,985262000000.0,0.0,-0.148,0.0,,0.0,76878200000.0,0.022,,,13269900000.0,3743930000.0,,,0.0,22.53,10.74,7498530000.0,-0.156,1.496,-0.008,0.253,0.188,-0.098,-0.089,-0.059,-0.014,-0.089,0.0,19.67,9077540000.0,6263250000.0,,147496000000.0
480,SANTANDER BR,SANB4,Financeiro,Intermediários Financeiros,Bancos,0.0,15096400000.0,3616480000.0,,,1.77,,,12.55,2.17,,,,0.173,,10.25,985262000000.0,0.0,-0.148,0.0,,0.0,76878200000.0,0.021,,,13269900000.0,3743930000.0,,,0.0,24.29,11.71,7498530000.0,0.035,0.552,0.411,0.643,0.196,0.065,-0.051,0.009,-0.029,-0.051,0.0,22.21,9077540000.0,6263250000.0,,166542000000.0
481,ALFA FINANC ,CRIV3,Financeiro,Intermediários Financeiros,Soc. Crédito e Financiamento,0.0,46279000.0,13483000.0,,,0.56,,,10.09,0.6,,,,0.059,,9.49,5537680000.0,0.0,-0.059,0.0,,0.0,976738000.0,0.006,,,58070000.0,7306000.0,,,0.0,7.15,4.02,102943000.0,-0.058,0.238,-0.121,0.338,0.446,-0.074,0.042,0.073,-0.019,0.042,0.0,5.69,265420000.0,45496000.0,,585746000.0
482,ALFA FINANC ,CRIV4,Financeiro,Intermediários Financeiros,Soc. Crédito e Financiamento,0.0,46279000.0,13483000.0,,,0.56,,,11.86,0.71,,,,0.059,,9.49,5537680000.0,0.0,-0.059,0.0,,0.0,976738000.0,0.073,,,58070000.0,7306000.0,,,0.0,7.28,5.29,102943000.0,0.014,0.319,0.405,0.254,0.354,-0.059,0.037,0.052,-0.016,0.037,0.0,6.69,265420000.0,45496000.0,,688689000.0
483,MERC FINANC ,MERC3,Financeiro,Intermediários Financeiros,Soc. Crédito e Financiamento,0.0,7.0,2.0,,,0.58,,,46.34,1.93,,,,0.042,,13.83,300307000.0,0.0,-0.2,211965000.0,,13958000.0,249134000.0,0.0,,,10376000.0,2158000.0,,,0.0,41.68,17.3,18010000.0,2.817,0.0,-0.266,0.0,0.437,2.475,0.098,-0.133,0.0,0.098,0.0,26.7,46299000.0,11498000.0,,480867000.0
484,MERC FINANC ,MERC4,Financeiro,Intermediários Financeiros,Soc. Crédito e Financiamento,0.0,7.0,2.0,,,0.58,,,21.09,0.88,,,,0.042,,13.83,300307000.0,0.0,-0.2,211965000.0,,13958000.0,249134000.0,0.041,,,10376000.0,2158000.0,,,0.0,15.8,9.06,18010000.0,0.01,-0.213,0.057,0.243,1.072,-0.152,0.07,0.013,-0.012,0.07,0.0,12.15,46299000.0,11498000.0,,218822000.0
485,GP INVEST   ,GPIV33,Financeiro,Serviços Financeiros Diversos,Gestão de Recursos e Investimentos,-0.318,-935087000.0,-369403000.0,0.39,0.39,-3.67,0.14,-0.45,-1.04,0.32,2.07,0.56,-0.6,-0.304,-0.461,12.04,2936260000.0,922645000.0,-0.215,894628000.0,0.09,113350000.0,-781278000.0,0.0,-0.24,5.44,-402241000.0,-195085000.0,1.0,1.333,1.445,7.6,2.77,109746000.0,-0.415,-0.147,-0.171,-0.199,0.429,-0.341,-0.119,-0.023,-0.01,-0.119,1321240000.0,3.83,-701419000.0,-347120000.0,-360951000.0,420326000.0
486,PADTEC,PDTC3,Financeiro,Serviços Financeiros Diversos,Gestão de Recursos e Investimentos,0.008,2861000.0,4170000.0,178.87,75.4,0.09,1.33,167.27,69.1,5.02,-106.46,5.08,5.49,0.073,0.01,1.22,359159000.0,259284000.0,-0.183,50134000.0,0.87,83338000.0,33204000.0,0.0,0.24,1.57,6925000.0,7801000.0,0.376,0.033,0.079,7.79,1.9,78450000.0,0.19,-0.642,1.422,-0.429,-0.452,0.953,-0.064,0.131,-0.024,-0.064,95380000.0,6.1,87161000.0,63353000.0,511749000.0,478545000.0
487,B3 ,B3SA3,Financeiro,Serviços Financeiros Diversos,Serviços Financeiros Diversos,0.111,5044790000.0,1640330000.0,22.95,19.07,1.84,2.72,24.49,32.61,4.95,-28.98,16.34,14.67,0.152,0.165,12.13,45378400000.0,16127400000.0,0.381,14636400000.0,0.28,6882320000.0,-7754040000.0,0.035,0.19,1.88,3788290000.0,1136980000.0,0.912,0.599,0.45,65.93,29.26,2059140000.0,0.372,0.611,0.405,0.208,0.633,0.5,-0.024,0.007,-0.01,-0.024,24976800000.0,60.0,8419590000.0,2535460000.0,115794000000.0,123548000000.0
488,BOA VISTA,BOAS3,Financeiro,Serviços Financeiros Diversos,Serviços Financeiros Diversos,0.126,112845000.0,23750000.0,50.45,20.96,0.04,6.12,48.51,315.44,16.43,-17.79,-37.65,8.62,0.052,0.156,0.69,894512000.0,253701000.0,,136939000.0,1.07,356283000.0,219344000.0,0.0,0.71,0.64,17352000.0,-28915000.0,0.443,0.178,0.027,14.43,11.4,480136000.0,-0.179,0.0,0.0,0.0,0.0,-0.089,-0.099,-0.13,-0.055,-0.099,333209000.0,11.4,634714000.0,155145000.0,5692890000.0,5473550000.0
489,CIELO       ,CIEL3,Financeiro,Serviços Financeiros Diversos,Serviços Financeiros Diversos,0.012,946770000.0,141121000.0,14.38,6.45,0.16,0.13,10.76,23.25,1.11,-2.61,1.6,0.95,0.048,0.058,3.37,78617800000.0,65557200000.0,-0.075,3568550000.0,0.76,6992190000.0,3423640000.0,0.017,0.14,1.11,438112000.0,100437000.0,0.307,0.088,0.041,7.36,3.26,2716820000.0,-0.461,0.056,0.047,-0.582,-0.011,-0.515,-0.062,0.013,-0.005,-0.062,9155900000.0,3.75,10707500000.0,1181670000.0,13611700000.0,10188100000.0
490,ALFA CONSORC,BRGE11,Financeiro,Previdência e Seguros,Seguradoras,-0.136,-411528000.0,-84808000.0,1.08,1.09,0.67,0.25,-1.83,15.28,0.61,2.95,0.81,25.22,0.04,-0.225,16.79,3028360000.0,1444670000.0,0.001,1197170000.0,,0.0,-1197170000.0,0.035,0.01,2.81,49164000.0,11181000.0,-2.39,28.196,2.608,19.4,7.92,73646000.0,-0.123,0.117,0.243,0.084,2.893,-0.351,0.013,-0.151,-0.002,0.013,1236490000.0,10.2,29787000.0,-207.0,-445977000.0,751189000.0
491,ALFA CONSORC,BRGE12,Financeiro,Previdência e Seguros,Seguradoras,-0.136,-411528000.0,-84808000.0,1.8,1.81,0.67,0.15,-1.11,9.27,0.37,1.79,0.49,15.3,0.04,-0.225,16.79,3028360000.0,1444670000.0,0.001,1197170000.0,,0.0,-1197170000.0,0.0,0.01,2.81,49164000.0,11181000.0,-2.39,28.196,2.608,8.1,3.9,73646000.0,0.049,0.2,-0.042,0.091,1.718,-0.205,-0.048,0.007,0.0,-0.048,1236490000.0,6.19,29787000.0,-207.0,-741297000.0,455869000.0
492,ALFA CONSORC,BRGE3,Financeiro,Previdência e Seguros,Seguradoras,-0.136,-411528000.0,-84808000.0,1.11,1.11,0.67,0.24,-1.8,15.07,0.6,2.91,0.8,24.87,0.04,-0.225,16.79,3028360000.0,1444670000.0,0.001,1197170000.0,,0.0,-1197170000.0,0.0,0.01,2.81,49164000.0,11181000.0,-2.39,28.196,2.608,15.93,4.85,73646000.0,-0.063,1.011,-0.056,0.139,2.731,-0.315,-0.02,-0.077,0.006,-0.02,1236490000.0,10.06,29787000.0,-207.0,-456287000.0,740879000.0
493,ALFA CONSORC,BRGE5,Financeiro,Previdência e Seguros,Seguradoras,-0.136,-411528000.0,-84808000.0,0.94,0.94,0.67,0.27,-1.97,16.49,0.66,3.18,0.87,27.22,0.04,-0.225,16.79,3028360000.0,1444670000.0,0.001,1197170000.0,,0.0,-1197170000.0,0.0,0.01,2.81,49164000.0,11181000.0,-2.39,28.196,2.608,21.43,11.01,73646000.0,-0.485,-0.09,0.0,0.0,-471.61,-0.715,-0.098,-0.098,0.0,-0.098,1236490000.0,11.01,29787000.0,-207.0,-386324000.0,810842000.0
494,ALFA CONSORC,BRGE6,Financeiro,Previdência e Seguros,Seguradoras,-0.136,-411528000.0,-84808000.0,-0.4,-0.4,0.67,0.45,-3.31,27.71,1.1,5.35,1.46,45.74,0.04,-0.225,16.79,3028360000.0,1444670000.0,0.001,1197170000.0,,0.0,-1197170000.0,0.038,0.01,2.81,49164000.0,11181000.0,-2.39,28.196,2.608,44.76,10.1,73646000.0,0.73,0.194,0.243,0.844,0.091,0.731,-0.001,-0.178,0.0,-0.001,1236490000.0,18.5,29787000.0,-207.0,165285000.0,1362450000.0
495,ALFA CONSORC,BRGE7,Financeiro,Previdência e Seguros,Seguradoras,-0.136,-411528000.0,-84808000.0,1.94,1.95,0.67,0.13,-0.97,8.09,0.32,1.56,0.43,13.35,0.04,-0.225,16.79,3028360000.0,1444670000.0,0.001,1197170000.0,,0.0,-1197170000.0,0.076,0.01,2.81,49164000.0,11181000.0,-2.39,28.196,2.608,0.0,0.0,73646000.0,0.0,-0.083,0.0,0.0,0.862,-0.633,0.0,0.0,0.0,0.0,1236490000.0,5.4,29787000.0,-207.0,-799478000.0,397688000.0
496,ALFA CONSORC,BRGE8,Financeiro,Previdência e Seguros,Seguradoras,-0.136,-411528000.0,-84808000.0,1.21,1.21,0.67,0.23,-1.7,14.25,0.57,2.75,0.75,23.51,0.04,-0.225,16.79,3028360000.0,1444670000.0,0.001,1197170000.0,,0.0,-1197170000.0,0.031,0.01,2.81,49164000.0,11181000.0,-2.39,28.196,2.608,13.03,4.86,73646000.0,0.098,0.195,-0.094,0.452,1.902,-0.244,0.189,0.189,0.012,0.189,1236490000.0,9.51,29787000.0,-207.0,-496793000.0,700373000.0
497,BBSEGURIDADE,BBSE3,Financeiro,Previdência e Seguros,Seguradoras,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.097,,,0.0,0.0,,,,34.19,21.68,2000000000.0,-0.137,0.283,0.068,0.085,0.436,-0.113,-0.033,-0.03,-0.006,-0.033,0.0,28.65,0.0,0.0,,57300000000.0
498,IRBBRASIL RE,IRBR3,Financeiro,Previdência e Seguros,Seguradoras,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.025,,,0.0,0.0,,,,40.77,5.4,1267890000.0,-0.808,0.0,0.177,1.571,0.443,-0.769,-0.064,0.038,0.008,-0.064,0.0,7.66,0.0,0.0,,9712040000.0
499,PORTO SEGURO,PSSA3,Financeiro,Previdência e Seguros,Seguradoras,0.421,14518200000.0,3874400000.0,0.2,0.19,5.1,0.47,1.11,9.77,1.82,26.82,2.19,0.88,0.186,0.683,27.45,34503100000.0,26229600000.0,0.033,13261800000.0,,0.0,-13261800000.0,0.043,0.53,1.39,1649960000.0,399584000.0,1.0,0.795,0.09,64.92,39.01,323293000.0,-0.217,-0.022,0.405,0.558,0.246,-0.184,0.017,0.012,0.003,0.017,8874200000.0,49.84,18259100000.0,4767320000.0,2851130000.0,16112900000.0
500,SEG AL BAHIA,CSAB3,Financeiro,Previdência e Seguros,Seguradoras,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.063,,,0.0,0.0,,,,57.0,39.21,7680000.0,0.05,0.096,0.43,-0.184,0.165,0.177,-0.107,-0.107,0.0,-0.107,0.0,49.08,0.0,0.0,,376934000.0
501,SEG AL BAHIA,CSAB4,Financeiro,Previdência e Seguros,Seguradoras,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.066,,,0.0,0.0,,,,52.0,36.59,7680000.0,0.255,0.318,0.332,-0.192,0.058,0.256,0.034,-0.004,0.0,0.034,0.0,51.7,0.0,0.0,,397056000.0
502,SUL AMERICA ,SULA11,Financeiro,Previdência e Seguros,Seguradoras,0.051,1434070000.0,397467000.0,0.68,0.63,6.87,0.58,11.45,5.95,1.9,693.5,1.49,0.79,0.32,0.136,21.48,28184700000.0,19581600000.0,0.073,17638700000.0,0.25,2189850000.0,-15448900000.0,0.048,0.74,2.29,2758050000.0,1727060000.0,0.153,0.069,0.133,63.0,24.86,1204700000.0,-0.345,0.014,0.213,0.571,1.152,-0.214,-0.075,-0.068,-0.012,-0.075,8625010000.0,40.9,20737700000.0,4830080000.0,975240000.0,16424100000.0
503,SUL AMERICA ,SULA3,Financeiro,Previdência e Seguros,Seguradoras,0.051,1434070000.0,397467000.0,2.58,2.4,2.29,0.68,13.35,6.94,2.22,808.29,1.74,0.92,0.32,0.136,7.16,28184700000.0,19581600000.0,0.073,17638700000.0,0.25,2189850000.0,-15448900000.0,0.041,0.74,2.29,2758050000.0,1727060000.0,0.153,0.069,0.133,27.62,10.69,1204700000.0,-0.4,0.0,-0.503,1.061,1.109,-0.247,-0.1,-0.079,-0.008,-0.1,8625010000.0,15.89,20737700000.0,4830080000.0,3693850000.0,19142700000.0
504,SUL AMERICA ,SULA4,Financeiro,Previdência e Seguros,Seguradoras,0.051,1434070000.0,397467000.0,-0.27,-0.25,2.29,0.53,10.5,5.46,1.75,635.85,1.37,0.73,0.32,0.136,7.16,28184700000.0,19581600000.0,0.073,17638700000.0,0.25,2189850000.0,-15448900000.0,0.052,0.74,2.29,2758050000.0,1727060000.0,0.153,0.069,0.133,17.72,7.0,1204700000.0,-0.294,0.0,-0.38,0.295,1.346,-0.201,-0.06,-0.067,-0.029,-0.06,8625010000.0,12.5,20737700000.0,4830080000.0,-390088000.0,15058800000.0
505,ALPER S.A.,APER3,Financeiro,Previdência e Seguros,Corretoras de Seguros,-0.001,-334.0,1346000.0,-11135900000.0,57.84,0.01,1.44,-12700199999.999998,4158690000.0,2.37,-11.49,11.7,4.21,0.001,-0.001,15.6,294549000.0,78554000.0,-0.081,52247000.0,,0.0,-52247000.0,0.001,0.34,1.86,102.0,2523000.0,1.0,-0.003,0.001,37.53,12.75,11480000.0,0.203,0.033,-0.393,0.471,0.683,0.141,0.119,0.173,-0.015,0.119,179079000.0,36.95,100752000.0,27661000.0,371939000.0,424186000.0
506,WIZ S.A.,WIZS3,Financeiro,Previdência e Seguros,Corretoras de Seguros,0.522,426165000.0,144155000.0,2.35,2.1,1.33,1.52,2.91,5.82,3.52,-14.02,60.14,1.65,0.606,0.809,2.2,816611000.0,364716000.0,0.174,239682000.0,0.0,82.0,-239600000.0,0.086,0.92,1.06,213378000.0,80714000.0,0.765,0.568,0.289,14.96,6.97,159907000.0,-0.468,0.515,-0.105,-0.372,1.303,-0.379,-0.035,-0.118,-0.009,-0.035,352122000.0,7.76,750160000.0,247780000.0,1001280000.0,1240880000.0
507,ALIANSCSONAE,ALSO3,Financeiro,Exploração de Imóveis,Exploração de Imóveis,0.038,407802000.0,57344000.0,14.33,9.89,1.0,0.66,17.53,26.9,1.09,-5.01,5.0,7.74,0.04,0.043,24.77,10857100000.0,1767190000.0,0.267,1303790000.0,,0.0,-1303790000.0,0.0,0.09,5.26,265792000.0,24185000.0,0.678,0.442,0.304,53.44,21.16,265773000.0,-0.503,0.093,0.502,0.037,0.976,-0.415,-0.078,-0.084,0.005,-0.078,6583830000.0,26.9,923519000.0,171154000.0,5845500000.0,7149290000.0
508,BR MALLS PAR,BRML3,Financeiro,Exploração de Imóveis,Exploração de Imóveis,0.033,615464000.0,112765000.0,17.35,16.56,-0.1,0.44,13.34,-95.77,0.78,-1.34,9.56,8.25,-0.008,0.035,12.08,18478100000.0,1287440000.0,-0.054,924641000.0,0.32,3395070000.0,2470430000.0,0.0,0.05,3.0,-85704000.0,7810000.0,0.878,0.618,-0.009,19.16,7.81,873141000.0,-0.504,0.429,0.233,0.034,0.473,-0.451,-0.05,-0.094,-0.005,-0.05,10546100000.0,9.4,995335000.0,198352000.0,10678000000.0,8207530000.0
509,BR PROPERT  ,BRPR3,Financeiro,Exploração de Imóveis,Exploração de Imóveis,0.02,213436000.0,54234000.0,23.79,23.74,0.91,0.45,21.9,10.45,0.65,-3.62,2.73,14.72,0.062,0.025,14.59,10493400000.0,2030170000.0,-0.106,1900810000.0,0.32,2304240000.0,403424000.0,0.009,0.03,6.32,447149000.0,16260000.0,1.0,0.672,1.408,16.3,7.5,491510000.0,-0.372,-0.095,0.418,-0.212,0.766,-0.309,-0.039,-0.089,-0.006,-0.039,7172380000.0,9.51,317600000.0,78618000.0,5077680000.0,4674260000.0
510,COR RIBEIRO ,CORR3,Financeiro,Exploração de Imóveis,Exploração de Imóveis,0.44,9918000.0,10975000.0,-0.17,-0.17,396.36,0.01,0.03,0.03,0.05,0.16,0.02,0.02,1.65,0.483,240.27,22518000.0,18663000.0,0.371,1972000.0,,0.0,-1972000.0,0.0,0.76,13.09,9177000.0,10451000.0,0.747,0.583,0.539,0.0,0.0,23.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5563000.0,12.0,17026000.0,15879000.0,-1694160.0,277.836
511,COR RIBEIRO ,CORR4,Financeiro,Exploração de Imóveis,Exploração de Imóveis,0.44,9918000.0,10975000.0,-0.04,-0.04,396.36,0.07,0.16,0.17,0.29,0.94,0.09,0.09,1.65,0.483,240.27,22518000.0,18663000.0,0.371,1972000.0,,0.0,-1972000.0,0.0,0.76,13.09,9177000.0,10451000.0,0.747,0.583,0.539,79.0,69.0,23.153,-0.127,-0.27,0.963,-0.324,-0.238,-0.014,0.0,0.0,0.0,0.0,5563000.0,69.0,17026000.0,15879000.0,-374.443,1597560.0
512,CYRE COM-CCP,CCPR3,Financeiro,Exploração de Imóveis,Exploração de Imóveis,0.049,248713000.0,80154000.0,11.25,8.96,0.54,0.38,7.71,23.37,1.07,-1.55,3.47,3.9,0.046,0.056,11.73,5046540000.0,736204000.0,0.037,619044000.0,0.84,1500780000.0,881740000.0,0.077,0.1,3.99,82045000.0,26703000.0,0.653,0.506,0.308,24.76,10.74,152644000.0,-0.463,0.158,0.269,0.085,1.921,-0.423,-0.083,-0.108,-0.016,-0.083,1790710000.0,12.56,491703000.0,140270000.0,2798950000.0,1917210000.0
513,GENERALSHOPP,GSHP3,Financeiro,Exploração de Imóveis,Exploração de Imóveis,0.006,10329000.0,-398.0,165.05,134.28,-279.55,0.06,9.66,-0.18,-0.17,-0.05,2.59,1.06,0.921,0.007,-303.62,1729240000.0,349460000.0,-0.223,251598000.0,-3.17,1856640000.0,1605040000.0,0.0,0.05,1.12,-539193000.0,-104463000.0,0.666,0.11,-5.757,74.99,34.0,1928770.0,-0.333,0.4,0.464,0.146,4.957,-0.435,-0.093,-0.139,-0.024,-0.093,-585617000.0,51.71,93665000.0,18638000.0,1704780000.0,99736600.0
514,HABITASUL   ,HBTS5,Financeiro,Exploração de Imóveis,Exploração de Imóveis,-0.006,-8424000.0,2977000.0,-42.27,-48.95,-1.58,0.18,-27.65,-16.17,0.79,-0.28,-1.51,3.34,-0.049,-0.007,32.25,1312020000.0,179625000.0,0.043,8838000.0,0.45,131990000.0,123152000.0,0.002,0.05,0.54,-14408000.0,1773000.0,0.714,-0.121,-0.205,46.0,8.74,9133690.0,1.137,0.618,0.165,0.071,0.46,1.011,0.02,-0.136,-0.019,0.02,294595000.0,25.5,69771000.0,21837000.0,356061000.0,232909000.0
515,IGB S/A     ,IGBR3,Financeiro,Exploração de Imóveis,Exploração de Imóveis,0.0,0.0,-20449000.0,,,0.0,0.88,,0.0,-0.18,-0.15,-2.24,,,,-73.87,191069000.0,13390000.0,-0.239,84.0,-0.98,904232000.0,904148000.0,0.0,,0.15,0.0,-29573000.0,,,,14.39,1.62,12505000.0,2.835,-0.407,-0.161,0.461,0.934,2.077,0.346,0.821,0.005,0.346,-923772000.0,13.46,0.0,1248000.0,1072470000.0,168317000.0
